State Code,State Name,District Code,District Name,Sub District Code,Sub District Name,Village Code,Village Name,Total Population of Village,Number of Govt. primary Schools ,Number of Govt.  Secondary Schools,Total SC/ST population of village
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340110,Dhengbahara,942,1,0,123
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340111,Barakala,36,1,0,36
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340112,Panchberia,105,0,0,42
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340113,Gamaria,308,1,0,303
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340114,Bhelai Tikri,267,0,0,131
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340115,Bamdia,166,0,0,156
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340116,Mamurda,202,1,0,202
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340117,Kapasita,1761,1,0,330
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340118,Parihati,4312,2,1,1510
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340119,Nachna,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340120,Bijrabandh,692,1,0,253
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340121,Nachnaguri,139,1,0,74
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340122,Balia Guri,360,1,0,360
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340123,Chanrsar,396,1,0,395
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340124,Bankata,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340125,Nuchda,320,1,0,318
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340126,Beldangri,68,0,0,68
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340127,Asanbani,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340128,Hamirpur,5,0,0,5
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340129,Dhunamari,48,1,0,48
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340130,Chanpasarasol,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340131,Harpasal,141,0,0,130
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340132,Sonaharapal,151,0,0,151
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340133,Dhadka,266,1,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340134,Gamira,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340135,Satpati,92,0,0,92
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340136,Jamjurki,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340137,Degaria,495,1,0,179
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340138,Phaguasol,140,1,0,140
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340139,Keshar Garia,186,1,0,18
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340140,Elagerya,40,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340141,Baragupta,37,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340142,Salbani,132,0,0,132
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340143,Dumria,1541,1,1,304
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340144,Dhobakunria,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340145,Barashol,202,1,0,14
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340146,Koshaphalia,278,1,0,149
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340147,Mahadan,185,0,0,182
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340148,Amtalia,380,1,0,212
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340149,Baghakhondar,308,1,0,157
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340150,Chandua,226,0,0,115
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340151,Jonka,38,0,0,6
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340152,Tangasoli,97,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340153,Kadmasol,25,0,0,25
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340154,Bara Rajgram,333,0,0,200
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340155,Chhota Rajgram,10,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340156,Ranijhor,82,0,0,66
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340157,Sankisol,284,0,0,153
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340158,Gaida,456,1,0,406
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340159,Bhalukhulya,141,0,0,140
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340160,Kajal,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340161,Rangametia,212,1,0,51
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340162,Daichakura,567,1,0,292
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340163,Palasbani,750,1,0,623
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340164,Nuniachatri,119,0,0,119
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340165,Borunsol,284,1,1,117
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340166,Asti,342,1,0,213
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340167,Bhorbani,32,0,0,32
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340168,Darpasila,480,1,0,96
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340169,Khuya Badha,335,1,0,181
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340170,Sirsa,318,1,0,118
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340171,Bhanga Bandi,139,0,0,85
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340172,Bali Band,666,1,0,287
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340173,Jamunasol,447,0,0,280
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340174,Salika,429,1,0,337
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340175,Dudhgerya,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340176,Nunia,1694,1,0,583
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340177,Chandabila,796,1,0,196
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340178,Nakdi,304,1,0,304
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340179,Charchaka,1108,1,0,258
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340180,Gidhni,1935,2,0,1034
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340181,Kherya Juri,1573,1,1,415
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340182,Khat Gerya,105,0,0,41
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340183,Benchasol,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340184,Murakati,577,1,0,110
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340185,Kishoripur,475,0,0,327
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340186,Keshia,227,0,0,129
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340187,Lalbandh,379,1,0,332
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340188,Paradiha,60,1,0,60
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340189,Dhanaiam,116,0,0,115
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340190,Benadiha,17,0,0,17
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340191,Phulbahara,85,1,0,85
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340192,Nischinta,244,0,0,72
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340193,Kuldiha,69,0,0,69
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340194,Kharakpur,512,1,0,169
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340195,Pukhuryasol,27,0,0,10
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340196,Dubrajpur,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340197,Khasibandh,227,0,0,219
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340198,Madhupur,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340199,Chilkigar,1553,1,1,1034
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340200,Ranisal,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340201,Uttarasol,94,1,0,94
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340202,Parulia,72,0,0,71
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340203,Tantpal,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340204,Tulsibani,258,1,0,15
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340205,Kanaisol,196,1,0,162
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340206,Tentala,227,1,0,141
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340207,Shalpatra,150,0,0,8
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340208,Genrua,126,0,0,125
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340209,Tukurya,282,1,0,269
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340210,Nargi,273,1,0,273
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340211,Parashya,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340212,Alampur,1481,1,0,748
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340213,Haludbani,143,1,0,143
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340214,Ketkanda,74,0,0,74
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340215,Uphala,154,1,0,154
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340216,Purpahari,278,1,0,199
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340217,Tumkiasol,385,1,0,47
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340218,Jorsa,36,0,0,33
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340219,Kapgari,1225,1,1,401
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340220,Bagda,200,1,0,84
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340221,Panrusuli,198,1,0,169
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340222,Gagnasuli,359,1,0,356
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340223,Chalakchua,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340224,Hatiasuli,881,1,0,223
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340225,Gobindapur,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340226,Beragari,1691,1,0,150
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340227,Gumria,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340228,Latyabad,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340229,Kukurmuri,193,1,0,193
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340230,Baghghari,156,1,0,123
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340231,Chandabila,174,0,0,97
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340232,Kuchasuli,371,1,0,283
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340233,Bankber,166,1,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340234,Rakhalmara,261,1,0,208
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340235,Uttar Bodakata,110,0,0,99
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340236,Kenduasuli,386,1,0,382
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340237,Pashchim Purnapani,196,1,0,150
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340238,Benasuli,549,1,0,164
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340239,Kapatkata,672,1,0,472
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340240,Burisol,159,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340241,Sarakata,397,1,0,69
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340242,Amlagura,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340243,Machkandua,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340244,Chilki,260,0,0,100
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340245,Amlatara,434,0,0,349
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340246,Darkhola,12,0,0,11
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340247,Sangram,446,1,0,271
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340248,Jugi Bandh,697,1,0,242
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340249,Shahari,278,1,0,278
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340250,Gopalpur,145,1,0,145
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340251,Harkichhota,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340252,Banbhum,128,1,0,128
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340253,Bara Harki,144,0,0,57
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340254,Jarkasol,260,1,0,259
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340255,Bodakata,73,0,0,73
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340256,Pal Banshi,236,1,0,125
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340257,Dubra,1799,2,1,1264
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340258,Sanbelia,226,0,0,19
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340259,Tupli Geyra,352,0,0,186
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340260,Baghua,404,1,0,37
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340261,Kendua,583,1,0,246
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340262,Jambani,886,1,1,699
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340263,Kismat Jambani,162,1,0,156
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340264,Banka Shimla,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340265,Bera,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340266,Belborya,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340267,Phuti Berya,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340268,Sigram,391,1,0,246
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340269,Harina Ganja,239,0,0,24
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340270,Lohamalia,541,1,0,183
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340271,Tentla Pal,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340272,Chhota Ghung,392,1,0,62
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340273,Bara Ghung,806,1,0,99
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340274,Dhania Pal,62,0,0,62
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340275,Sati Ghata,170,1,0,170
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340276,Kala Chandpur,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340277,Aralkuli,160,0,0,160
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340278,Belda,1003,1,1,343
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340279,Kala Beria,29,0,0,29
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340280,Balidiha,44,0,0,40
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340281,Tila Bandi,8,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340282,Mahisamura,829,1,0,28
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340283,Gadrasol,941,1,0,205
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340284,Hijli,737,1,0,682
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340285,Bamun Diha,681,1,0,112
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340286,Kadam Diha,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340287,Sonamukhi,251,1,0,21
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340288,Kuryara,407,1,0,177
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340289,Dhoba Kurya,251,0,0,27
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340290,Sarenga,398,1,0,212
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340291,Tulibar,902,1,1,384
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340292,Tela Muri,161,0,0,81
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340293,Khas Jangal,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340294,Rehara,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340295,Asti,329,1,0,107
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340296,Kenddiha,19,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340297,Mal Bandi,485,1,0,128
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340298,Ahar Mura,72,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340299,Par Shuli,845,1,0,285
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340300,Bhursan,497,0,0,82
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340301,Kenddangri,648,1,0,207
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340302,Kadamdiha,348,0,0,237
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340303,Kinkarpal,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340304,Enredhara,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340305,Karbari Dihi,7,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340306,Juasol,209,0,0,153
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340307,Tarkinata,203,1,0,14
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340308,Bhandari Gura,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340309,Chirkumdihi,159,0,0,32
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340310,Phul Berya,384,1,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340311,Hate Kada,187,1,0,15
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340312,Pimdra Gere,103,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340313,Bankra,269,1,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340314,Khas Jangal,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340315,Panjasol,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340316,Jhargram,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340317,Mahuli,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340318,Chaulisol,169,1,0,167
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340319,Swargachhira,527,0,0,289
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340320,Belia Guri,545,0,0,163
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340321,Khas Jangal,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340322,Mantabani,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340323,Chiya Para,1039,1,0,805
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340324,Band Gora,199,0,0,94
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340325,Barmania,484,1,0,210
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340326,Konkro,355,0,0,265
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340327,Khamar Para,1253,2,1,657
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340328,Chichra,3116,1,0,375
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340329,Shalbani,784,1,0,217
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340330,Jamsola,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340331,Belia Guri,108,1,0,100
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340332,Noharia,1217,1,0,960
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340333,Ghutia,1588,1,0,512
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340334,Sunrsa,154,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340335,Kadopindra,721,1,0,266
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340336,Chutia,128,1,0,128
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340337,Itamara,515,0,0,494
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340338,Kendsar,192,0,0,124
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340339,Palkachor,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340340,Kamta,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340341,Gohaldiha,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340342,Band Mura,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340343,Sabal Mara,531,1,0,336
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340344,Khar Banda,393,1,0,277
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340345,Sholenda,513,1,0,281
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340346,Dhukuria,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340347,Balidiha,382,1,0,183
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340348,Murakati,757,1,0,38
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340349,Dakshina,429,0,0,231
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340350,Kaimi,16,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340351,Panpara,121,1,0,121
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340352,Kherya Para,125,0,0,1
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340353,Joka,256,1,0,151
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340354,Khas Jangal,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340355,Bara Pindra,155,0,0,137
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340356,Chhota Pindra,253,1,0,191
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340357,Jatia Bandi,299,0,0,282
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340358,Dharar Dihi,24,0,0,24
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340359,Khas Jangal,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340360,Para Diha,105,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340361,Shirsi,289,0,0,8
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340362,Kapasi,226,1,0,74
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340363,Salbani,246,0,0,37
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340364,Bhatur,663,1,0,249
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340365,Chakbaram,8,0,0,8
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340366,Amra Tara,146,0,0,146
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340367,Pariharpur,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340368,Kuldiha,732,1,0,304
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340369,Kani Mahuli,354,1,1,39
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340370,Banshgar,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340371,Kismat,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340372,Maupal,172,1,0,113
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340373,Sijua,582,1,0,476
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340374,Barasol,181,0,0,128
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340375,Ramchandrapur,287,1,0,96
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340376,Bahirgram,1300,1,1,695
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340377,Bel Dangri,311,1,0,279
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340378,Ranipal,189,1,0,189
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340379,Kenja,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340380,Bhaluka,266,1,0,77
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340381,Rangametya,279,0,0,279
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340382,Chattha,147,1,0,145
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340383,Banksol,271,1,0,42
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340384,Kumri,226,1,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340385,Khas Jangal,118,0,0,118
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340386,Dakshin Sol,10,0,0,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340387,Bhaluka,255,1,0,130
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340388,Shushni,542,1,0,83
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340389,Mohanpur,351,1,0,314
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340390,Kuldiha,193,0,0,137
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340391,Belia,2268,1,0,812
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340392,Mahuli,121,0,0,121
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340393,Nimdiha,42,0,0,42
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340394,Shanr Dhara,522,1,0,366
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340395,Kurarya,196,1,0,68
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340396,Jamui,368,1,0,74
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340397,Uttar Barashol,1018,1,1,344
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340398,Uttar Mura Kati,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340399,Gereshuli,0,,,0
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340400,Bali Juri,677,1,0,39
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340401,Kaima,156,1,0,88
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340402,Bhadai,256,0,0,218
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340403,Lawa,169,0,0,34
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340404,Khatkhura,855,1,0,782
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340405,Bannagajar,103,0,0,103
19,West Bengal,344,Paschim Medinipur,2455,Jamboni,340406,Kadma,0,,,0
19,West Bengal,344,Paschim Medinipur,2456,Gopiballavpur - II,340407,Chorchita,4383,3,0,1980
19,West Bengal,344,Paschim Medinipur,2456,Gopiballavpur - II,340408,Banshjora,163,1,0,75
