State Code,State Name,District Code,District Name,Sub District Code,Sub District Name,Village Code,Village Name,Net area (in Hectares)  Sown ,Total irrigated land area (in Hectares),Land area  (in Hectares) irrigated by canals,"Land area  (in Hectares) irrigated by other sources (e.g., wells, tube wells, tanks, lakes, waterfall, etc.)"
19,West Bengal,344,Paschim Medinipur,2462,Debra,342075,Jagul,100.25,89.32,37.14,52.18
19,West Bengal,344,Paschim Medinipur,2462,Debra,342076,Pandat,125.33,108.74,47.63,61.11
19,West Bengal,344,Paschim Medinipur,2462,Debra,342077,Hanuman Dihi,63.58,57.49,0,57.49
19,West Bengal,344,Paschim Medinipur,2462,Debra,342078,Balabhadrapur,49.13,44.17,0,44.17
19,West Bengal,344,Paschim Medinipur,2462,Debra,342079,Chandipur,16.87,16.87,0,16.87
19,West Bengal,344,Paschim Medinipur,2462,Debra,342080,Ajodhyapur,16.87,16.87,0,16.87
19,West Bengal,344,Paschim Medinipur,2462,Debra,342081,Mirjapur,65.28,58,0,58
19,West Bengal,344,Paschim Medinipur,2462,Debra,342082,Talbandi,186.07,162.12,0,162.12
19,West Bengal,344,Paschim Medinipur,2462,Debra,342083,Gar Nischintapur,63.1,51.82,0,51.82
19,West Bengal,344,Paschim Medinipur,2462,Debra,342084,Tituan,87.02,55.43,0,55.43
19,West Bengal,344,Paschim Medinipur,2462,Debra,342085,Kathalia,52.46,44.18,0,44.18
19,West Bengal,344,Paschim Medinipur,2462,Debra,342086,Kamalpur,83.47,63.7,0,63.7
19,West Bengal,344,Paschim Medinipur,2462,Debra,342087,Chak Fateulya,13.13,0,0,0
19,West Bengal,344,Paschim Medinipur,2462,Debra,342088,Mokarimpur,64.57,42.79,0,42.79
19,West Bengal,344,Paschim Medinipur,2462,Debra,342089,Bagabanpur,89.92,63.18,0,63.18
19,West Bengal,344,Paschim Medinipur,2462,Debra,342090,Radhaballabhpur,35.34,29.27,0,29.27
19,West Bengal,344,Paschim Medinipur,2462,Debra,342091,Baulasini,55.52,45.62,0,45.62
19,West Bengal,344,Paschim Medinipur,2462,Debra,342092,Debpur,60.09,51,0,51
19,West Bengal,344,Paschim Medinipur,2462,Debra,342093,Nandeshwar,61.61,56.75,1.02,55.73
19,West Bengal,344,Paschim Medinipur,2462,Debra,342094,Ballabhpur,33.91,27.4,0,27.4
19,West Bengal,344,Paschim Medinipur,2462,Debra,342095,Anirudra Chak,14.17,14.17,0,14.17
19,West Bengal,344,Paschim Medinipur,2462,Debra,342096,Bharatpur,105.29,103.13,0,103.13
19,West Bengal,344,Paschim Medinipur,2462,Debra,342097,Dharmangadpur,24.24,19.96,0,19.96
19,West Bengal,344,Paschim Medinipur,2462,Debra,342098,Sinua,129.42,119.18,0,119.18
19,West Bengal,344,Paschim Medinipur,2462,Debra,342099,Jagannathpur,81.58,81.58,0,81.58
19,West Bengal,344,Paschim Medinipur,2462,Debra,342100,Pathan Kutubpur,4.69,2.01,0,2.01
19,West Bengal,344,Paschim Medinipur,2462,Debra,342101,Kanakpur,20.78,8.06,0,8.06
19,West Bengal,344,Paschim Medinipur,2462,Debra,342102,Bahadurpur,68.95,43,0,43
19,West Bengal,344,Paschim Medinipur,2462,Debra,342103,Birsinghapur,30.19,14.19,0,14.19
19,West Bengal,344,Paschim Medinipur,2462,Debra,342104,Gopalpur,50.26,50.26,0,50.26
19,West Bengal,344,Paschim Medinipur,2462,Debra,342105,Bishnupur,35.24,35.24,0,35.24
19,West Bengal,344,Paschim Medinipur,2462,Debra,342106,Chandramer,51.94,45.94,0,45.94
19,West Bengal,344,Paschim Medinipur,2462,Debra,342107,Golgram,296.43,238.43,0,238.43
19,West Bengal,344,Paschim Medinipur,2462,Debra,342108,Kanchanpur,43.59,41.5,0,41.5
19,West Bengal,344,Paschim Medinipur,2462,Debra,342109,Shimulhati,89.51,89.51,0,89.51
19,West Bengal,344,Paschim Medinipur,2462,Debra,342110,Paschim Baita,82.18,71.18,0,71.18
19,West Bengal,344,Paschim Medinipur,2462,Debra,342111,Ayma Habibulla,13.59,3.94,0,3.94
19,West Bengal,344,Paschim Medinipur,2462,Debra,342112,Bhagirathpur,32.47,28.1,0,28.1
19,West Bengal,344,Paschim Medinipur,2462,Debra,342113,Ayma Madhuya,43.65,31.81,0,31.81
19,West Bengal,344,Paschim Medinipur,2462,Debra,342114,Ayma Kalandar,31.44,30.17,0,30.17
19,West Bengal,344,Paschim Medinipur,2462,Debra,342115,Chak Malta,37.09,37.09,0,37.09
19,West Bengal,344,Paschim Medinipur,2462,Debra,342116,Shrikrishnapur,135,117.36,0,117.36
19,West Bengal,344,Paschim Medinipur,2462,Debra,342117,Sakirda,48,41.9,0,41.9
19,West Bengal,344,Paschim Medinipur,2462,Debra,342118,Jot Mathura,44.49,44.49,0,44.49
19,West Bengal,344,Paschim Medinipur,2462,Debra,342119,Satta Mali,43.47,43.47,0,43.47
19,West Bengal,344,Paschim Medinipur,2462,Debra,342120,Bargerya,42.01,31.51,0,31.51
19,West Bengal,344,Paschim Medinipur,2462,Debra,342121,Chak Haibat,68.59,68.59,0,68.59
19,West Bengal,344,Paschim Medinipur,2462,Debra,342122,Chak Ananta,47.37,47.37,0,47.37
19,West Bengal,344,Paschim Medinipur,2462,Debra,342123,Chak Madhu,72.6,64.84,0,64.84
19,West Bengal,344,Paschim Medinipur,2462,Debra,342124,Bikrampur,42,42,0,42
19,West Bengal,344,Paschim Medinipur,2462,Debra,342125,Basantapur,83.03,83.03,0,83.03
19,West Bengal,344,Paschim Medinipur,2462,Debra,342126,Kanchan Gerya,39.62,35.97,0,35.97
19,West Bengal,344,Paschim Medinipur,2462,Debra,342127,Madhubanpur,118,103.24,0,103.24
19,West Bengal,344,Paschim Medinipur,2462,Debra,342128,Manoharpur,39.96,33.92,0,33.92
19,West Bengal,344,Paschim Medinipur,2462,Debra,342129,Shripur,76.02,76.02,0,76.02
19,West Bengal,344,Paschim Medinipur,2462,Debra,342130,Chak Hiramani,50,50,0,50
19,West Bengal,344,Paschim Medinipur,2462,Debra,342131,Jot Suja,27.04,27.04,0,27.04
19,West Bengal,344,Paschim Medinipur,2462,Debra,342132,Chandanpur,58.17,58.17,0,58.17
19,West Bengal,344,Paschim Medinipur,2462,Debra,342133,Kalikagerya,39.17,37.16,0,37.16
19,West Bengal,344,Paschim Medinipur,2462,Debra,342134,Shyampur,52.57,52.57,0,52.57
19,West Bengal,344,Paschim Medinipur,2462,Debra,342135,Nowa Para,73.99,71.95,0,71.95
19,West Bengal,344,Paschim Medinipur,2462,Debra,342136,Chak Rajput,21.05,17.81,0,17.81
19,West Bengal,344,Paschim Medinipur,2462,Debra,342137,Kumarsanda,63.14,59.79,0,59.79
19,West Bengal,344,Paschim Medinipur,2462,Debra,342138,Chatra Gerya,74.54,73.59,0,73.59
19,West Bengal,344,Paschim Medinipur,2462,Debra,342139,Hariharpur,68.02,61.54,0,61.54
19,West Bengal,344,Paschim Medinipur,2462,Debra,342140,Kishorpur,71.85,64.77,0,64.77
19,West Bengal,344,Paschim Medinipur,2462,Debra,342141,Rahimpur,58.49,52.63,0,52.63
19,West Bengal,344,Paschim Medinipur,2462,Debra,342142,Purbba Dwarkhola,73.82,73.82,0,73.82
19,West Bengal,344,Paschim Medinipur,2462,Debra,342143,Balai Chak,28.69,28.69,0,28.69
19,West Bengal,344,Paschim Medinipur,2462,Debra,342144,Brindabanpur,34.78,34.78,0,34.78
19,West Bengal,344,Paschim Medinipur,2462,Debra,342145,Basudebpur,95.69,83,0,83
19,West Bengal,344,Paschim Medinipur,2462,Debra,342146,Gopal Nagar,33.52,29.41,0,29.41
19,West Bengal,344,Paschim Medinipur,2462,Debra,342147,Harinarayanpur,81.47,78.84,0,78.84
19,West Bengal,344,Paschim Medinipur,2462,Debra,342148,Chak Darbar,84.8,70.47,0,70.47
19,West Bengal,344,Paschim Medinipur,2462,Debra,342149,Kumarpur,67.48,67.48,0,67.48
19,West Bengal,344,Paschim Medinipur,2462,Debra,342150,Shyam Nagar,46.14,43.31,0,43.31
19,West Bengal,344,Paschim Medinipur,2462,Debra,342151,Baikunthapur,66.73,66.73,0,66.73
19,West Bengal,344,Paschim Medinipur,2462,Debra,342152,Malighati,156.12,112.54,0,112.54
19,West Bengal,344,Paschim Medinipur,2462,Debra,342153,Jaykrishnapur,59.8,50,0,50
19,West Bengal,344,Paschim Medinipur,2462,Debra,342154,Chak Madhuri,100.38,87.15,0,87.15
19,West Bengal,344,Paschim Medinipur,2462,Debra,342155,Chak Purusottam,101.26,89.75,0,89.75
19,West Bengal,344,Paschim Medinipur,2462,Debra,342156,Naraharipur,150.36,150.36,0,150.36
19,West Bengal,344,Paschim Medinipur,2462,Debra,342157,Jaydebpur,60,60,0,60
19,West Bengal,344,Paschim Medinipur,2462,Debra,342158,Chak Kripan,70.55,70.55,0,70.55
19,West Bengal,344,Paschim Medinipur,2462,Debra,342159,Tangaishri,112.6,112.15,0,112.15
19,West Bengal,344,Paschim Medinipur,2462,Debra,342160,Trilochanpur,67.08,60.45,0,60.45
19,West Bengal,344,Paschim Medinipur,2462,Debra,342161,Birpur,54.42,43.91,0,43.91
19,West Bengal,344,Paschim Medinipur,2462,Debra,342162,Chak Tatar,87.16,87.16,0,87.16
19,West Bengal,344,Paschim Medinipur,2462,Debra,342163,Chak Mamud,39.3,39.3,0,39.3
19,West Bengal,344,Paschim Medinipur,2462,Debra,342164,Bar Madhabpur,29.87,29.87,0,29.87
19,West Bengal,344,Paschim Medinipur,2462,Debra,342165,Purushottampur,24,24,0,24
19,West Bengal,344,Paschim Medinipur,2462,Debra,342166,Banamalipur,42.42,42.42,0,42.42
19,West Bengal,344,Paschim Medinipur,2462,Debra,342167,Sijgerya,58.51,58.51,0,58.51
19,West Bengal,344,Paschim Medinipur,2462,Debra,342168,Chak Palmal,33,33,0,33
19,West Bengal,344,Paschim Medinipur,2462,Debra,342169,Chak Prananath,28.74,28.74,0,28.74
19,West Bengal,344,Paschim Medinipur,2462,Debra,342170,Chak Prayag,149.03,149.03,0,149.03
19,West Bengal,344,Paschim Medinipur,2462,Debra,342171,Bihari Chak,50.99,50.99,0,50.99
19,West Bengal,344,Paschim Medinipur,2462,Debra,342172,Khajuri,98.2,95,0,95
19,West Bengal,344,Paschim Medinipur,2462,Debra,342173,Damodarpur,83.67,82.6,0,82.6
19,West Bengal,344,Paschim Medinipur,2462,Debra,342174,Jot Narayan,39.86,39.86,0,39.86
19,West Bengal,344,Paschim Medinipur,2462,Debra,342175,Karanda,48.62,48.62,0,48.62
19,West Bengal,344,Paschim Medinipur,2462,Debra,342176,Jotharo,62.74,62.74,0,62.74
19,West Bengal,344,Paschim Medinipur,2462,Debra,342177,Sriballabhpur,41.42,41.42,0,41.42
19,West Bengal,344,Paschim Medinipur,2462,Debra,342178,Kantha Gerya,55.5,50.8,0,50.8
19,West Bengal,344,Paschim Medinipur,2462,Debra,342179,Kulya,61.18,60.38,0,60.38
19,West Bengal,344,Paschim Medinipur,2462,Debra,342180,Bashagerya,25.59,19.68,0,19.68
19,West Bengal,344,Paschim Medinipur,2462,Debra,342181,Chandanpur,110.17,95.92,0,95.92
19,West Bengal,344,Paschim Medinipur,2462,Debra,342182,Manglai,83.36,81.36,0,81.36
19,West Bengal,344,Paschim Medinipur,2462,Debra,342183,Amarpur,44.7,33.4,0,33.4
19,West Bengal,344,Paschim Medinipur,2462,Debra,342184,Mukteshwar,72.09,55.13,0,55.13
19,West Bengal,344,Paschim Medinipur,2462,Debra,342185,Dandeswar,108.76,108.76,0,108.76
19,West Bengal,344,Paschim Medinipur,2462,Debra,342186,Purbba Baita,75,72.11,0,72.11
19,West Bengal,344,Paschim Medinipur,2462,Debra,342187,Khas Kendu Bagicha,18.49,18.49,0,18.49
19,West Bengal,344,Paschim Medinipur,2462,Debra,342188,Harina Dangi,25,25,0,25
19,West Bengal,344,Paschim Medinipur,2462,Debra,342189,Mukundapur,39.12,39.12,0,39.12
19,West Bengal,344,Paschim Medinipur,2462,Debra,342190,Paruldihi,131.43,131.43,0,131.43
19,West Bengal,344,Paschim Medinipur,2462,Debra,342191,Biju,150.8,150.8,0,150.8
19,West Bengal,344,Paschim Medinipur,2462,Debra,342192,Chak Chandramer,34.95,34.95,0,34.95
19,West Bengal,344,Paschim Medinipur,2462,Debra,342193,Pujanpat,71.54,68.5,0,68.5
19,West Bengal,344,Paschim Medinipur,2462,Debra,342194,Nanda Bari,165.63,159.43,0,159.43
19,West Bengal,344,Paschim Medinipur,2462,Debra,342195,Mainan,65.11,65.11,0,65.11
19,West Bengal,344,Paschim Medinipur,2462,Debra,342196,Mamudabad,56,56,0,56
19,West Bengal,344,Paschim Medinipur,2462,Debra,342197,Mankhanda,52.61,52.61,0,52.61
19,West Bengal,344,Paschim Medinipur,2462,Debra,342198,Loyada,84.99,84.99,0,84.99
19,West Bengal,344,Paschim Medinipur,2462,Debra,342199,Naraharipur,33.16,23.04,0,23.04
19,West Bengal,344,Paschim Medinipur,2462,Debra,342200,Talberya Ghunghuri Patna,11.16,7.12,0,7.12
19,West Bengal,344,Paschim Medinipur,2462,Debra,342201,Ghunghuri,27.38,14.94,0,14.94
19,West Bengal,344,Paschim Medinipur,2462,Debra,342202,Fatebar,24.03,13.91,0,13.91
19,West Bengal,344,Paschim Medinipur,2462,Debra,342203,Murasti,65.08,61.08,0,61.08
19,West Bengal,344,Paschim Medinipur,2462,Debra,342204,Manoharpur,44.95,44.52,0,44.52
19,West Bengal,344,Paschim Medinipur,2462,Debra,342205,Balarampur,56.48,43.32,0,43.32
19,West Bengal,344,Paschim Medinipur,2462,Debra,342206,Gayaspur,44.52,44.52,0,44.52
19,West Bengal,344,Paschim Medinipur,2462,Debra,342207,Kolkuria,45.51,29.13,0,29.13
19,West Bengal,344,Paschim Medinipur,2462,Debra,342208,Shanrpur,49.62,21.28,0,21.28
19,West Bengal,344,Paschim Medinipur,2462,Debra,342209,Chak Bahadur,22.7,16.2,0,16.2
19,West Bengal,344,Paschim Medinipur,2462,Debra,342210,Barbhuna Basan,46.7,40.5,0,40.5
19,West Bengal,344,Paschim Medinipur,2462,Debra,342211,Ananta Bar,49.24,29.24,0,29.24
19,West Bengal,344,Paschim Medinipur,2462,Debra,342212,Kankra Haraprasad,43.85,26.84,1,25.84
19,West Bengal,344,Paschim Medinipur,2462,Debra,342213,Kankra Shibram,60,45,0,45
19,West Bengal,344,Paschim Medinipur,2462,Debra,342214,Kankra Atmaram,28.13,22.08,2,20.08
19,West Bengal,344,Paschim Medinipur,2462,Debra,342215,Kankra Mohanpur,15.3,9.16,2,7.16
19,West Bengal,344,Paschim Medinipur,2462,Debra,342216,Bhomaria,25.92,21.39,0,21.39
19,West Bengal,344,Paschim Medinipur,2462,Debra,342217,Chak Tara,28.1,26.27,0,26.27
19,West Bengal,344,Paschim Medinipur,2462,Debra,342218,Damodarpur,40.34,32.06,0,32.06
19,West Bengal,344,Paschim Medinipur,2462,Debra,342219,Bakalsa Ramgopal,47.72,35.62,0,35.62
19,West Bengal,344,Paschim Medinipur,2462,Debra,342220,Bakalsa Nimcharan,64.72,36.42,0,36.42
19,West Bengal,344,Paschim Medinipur,2462,Debra,342221,Bakalsebakram,64.71,36.41,0,36.41
19,West Bengal,344,Paschim Medinipur,2462,Debra,342222,Bakalsa Ramnarayan,87.54,85.06,0,85.06
19,West Bengal,344,Paschim Medinipur,2462,Debra,342223,Barati,20.5,13.22,0,13.22
19,West Bengal,344,Paschim Medinipur,2462,Debra,342224,Jamal Chak,131.15,113.75,0,113.75
19,West Bengal,344,Paschim Medinipur,2462,Debra,342225,Srirampur,108.5,0,0,0
19,West Bengal,344,Paschim Medinipur,2462,Debra,342226,Ripurda,58.7,2,0,2
19,West Bengal,344,Paschim Medinipur,2462,Debra,342227,Sitalanandapur,20.73,19.08,13,6.08
19,West Bengal,344,Paschim Medinipur,2462,Debra,342228,Kantapal Pratap Chak,20.29,17,0,17
19,West Bengal,344,Paschim Medinipur,2462,Debra,342229,Madaleshwar Chak,20.4,3.2,0,3.2
19,West Bengal,344,Paschim Medinipur,2462,Debra,342230,Paikpari,85,32.4,0,32.4
19,West Bengal,344,Paschim Medinipur,2462,Debra,342231,Ashariband,76.78,16.1,0,16.1
19,West Bengal,344,Paschim Medinipur,2462,Debra,342232,Chak Kashi,69.38,69.38,0,69.38
19,West Bengal,344,Paschim Medinipur,2462,Debra,342233,Chak Beochia,31.42,26.3,0,26.3
19,West Bengal,344,Paschim Medinipur,2462,Debra,342234,Aikola,32.5,27.03,0,27.03
19,West Bengal,344,Paschim Medinipur,2462,Debra,342235,Dabadari,193.81,190.6,0,190.6
19,West Bengal,344,Paschim Medinipur,2462,Debra,342236,Chak Bishnupur,23.05,16.58,0,16.58
19,West Bengal,344,Paschim Medinipur,2462,Debra,342237,Mansingpur,27.98,23.28,0,23.28
19,West Bengal,344,Paschim Medinipur,2462,Debra,342238,Dwarkhola,15,9,0,9
19,West Bengal,344,Paschim Medinipur,2462,Debra,342239,Khajuri Chak Kakra,21.69,21.69,0,21.69
19,West Bengal,344,Paschim Medinipur,2462,Debra,342240,Chak Bajit,36.02,23.88,0,23.88
19,West Bengal,344,Paschim Medinipur,2462,Debra,342241,Kismat Kharigerya,30.03,30.03,0,30.03
19,West Bengal,344,Paschim Medinipur,2462,Debra,342242,Jotnarayan,35.79,35.79,0,35.79
19,West Bengal,344,Paschim Medinipur,2462,Debra,342243,Gopalgere,40.37,38.14,0,38.14
19,West Bengal,344,Paschim Medinipur,2462,Debra,342244,Gotgerya,48.55,38.44,0,38.44
19,West Bengal,344,Paschim Medinipur,2462,Debra,342245,Shibrampur,36.21,33.28,0,33.28
19,West Bengal,344,Paschim Medinipur,2462,Debra,342246,Khari Gerya,33.99,33.19,0,33.19
19,West Bengal,344,Paschim Medinipur,2462,Debra,342247,Sat Rukhi,73.71,68,0,68
19,West Bengal,344,Paschim Medinipur,2462,Debra,342248,Rasulpur,26.73,25.11,0,25.11
19,West Bengal,344,Paschim Medinipur,2462,Debra,342249,Dhan Dangra,28.06,26.72,0,26.72
19,West Bengal,344,Paschim Medinipur,2462,Debra,342250,Daulat Chak,48.85,46.09,1.21,44.88
19,West Bengal,344,Paschim Medinipur,2462,Debra,342251,Joykrishnapur,37.45,33.65,0,33.65
19,West Bengal,344,Paschim Medinipur,2462,Debra,342252,Bishnupur,68.9,68.9,4.1,64.8
19,West Bengal,344,Paschim Medinipur,2462,Debra,342253,Chak Basu,41.3,8.1,0,8.1
19,West Bengal,344,Paschim Medinipur,2462,Debra,342254,Khasbazar,123.4,24.3,0,24.3
19,West Bengal,344,Paschim Medinipur,2462,Debra,342255,Dwarpara,92.97,69.01,0,69.01
19,West Bengal,344,Paschim Medinipur,2462,Debra,342256,Chak Urdhab,24,21,9,12
19,West Bengal,344,Paschim Medinipur,2462,Debra,342257,Chakbalbhadrapur,55.33,51.23,45.6,5.63
19,West Bengal,344,Paschim Medinipur,2462,Debra,342258,Chandanpur,181.74,162.14,161.94,0.2
19,West Bengal,344,Paschim Medinipur,2462,Debra,342259,Kishmat Dhamtor,24.3,24.3,24.3,0
19,West Bengal,344,Paschim Medinipur,2462,Debra,342260,Bhagaban Basan,180.84,161.94,92.15,69.79
19,West Bengal,344,Paschim Medinipur,2462,Debra,342261,Dhamtor,80.97,80.97,0,80.97
19,West Bengal,344,Paschim Medinipur,2462,Debra,342262,Purba Satkona,104.64,102.02,0,102.02
19,West Bengal,344,Paschim Medinipur,2462,Debra,342263,Madhyam Satkona,69.8,69.8,49,20.8
19,West Bengal,344,Paschim Medinipur,2462,Debra,342264,Bar Pratap,26.03,26.03,22.03,4
19,West Bengal,344,Paschim Medinipur,2462,Debra,342265,Paschim Satkona,55.48,55.48,24.48,31
19,West Bengal,344,Paschim Medinipur,2462,Debra,342266,Bara Band,30.22,30,0,30
19,West Bengal,344,Paschim Medinipur,2462,Debra,342267,Chak Radha Ballabh,60.73,56,45,11
19,West Bengal,344,Paschim Medinipur,2462,Debra,342268,Sankachua,60.57,60.57,25,35.57
19,West Bengal,344,Paschim Medinipur,2462,Debra,342269,Chak Rameshwar,10.71,10.71,2,8.71
19,West Bengal,344,Paschim Medinipur,2462,Debra,342270,Mahisha Gerya,45.66,45.66,10,35.66
19,West Bengal,344,Paschim Medinipur,2462,Debra,342271,Chak Nangulya,8.38,8.38,3.38,5
19,West Bengal,344,Paschim Medinipur,2462,Debra,342272,Dhani Jagannathpur,19.74,18.82,0,18.82
19,West Bengal,344,Paschim Medinipur,2462,Debra,342273,Jotdaria,55.5,50.59,0,50.59
19,West Bengal,344,Paschim Medinipur,2462,Debra,342274,Kalapunja,41.08,38.66,0,38.66
19,West Bengal,344,Paschim Medinipur,2462,Debra,342275,Taligerya,17.78,13.82,0,13.82
19,West Bengal,344,Paschim Medinipur,2462,Debra,342276,Bar Maishajanki,13.35,12.95,0,12.95
19,West Bengal,344,Paschim Medinipur,2462,Debra,342277,Harinagerya,39.82,37.66,0,37.66
19,West Bengal,344,Paschim Medinipur,2462,Debra,342278,Kuthegerya,24.27,22.26,11.76,10.5
19,West Bengal,344,Paschim Medinipur,2462,Debra,342279,Dhobadangi,71.42,59.28,0,59.28
19,West Bengal,344,Paschim Medinipur,2462,Debra,342280,Bhunabasan,15.38,15.38,0,15.38
19,West Bengal,344,Paschim Medinipur,2462,Debra,342281,Khasarhati,52.42,32.62,0,32.62
19,West Bengal,344,Paschim Medinipur,2462,Debra,342282,Haladharbar,22.26,22.26,10,12.26
19,West Bengal,344,Paschim Medinipur,2462,Debra,342283,Kanubar,32.67,18.08,0,18.08
19,West Bengal,344,Paschim Medinipur,2462,Debra,342284,Bara Sati,24.31,24.31,5,19.31
19,West Bengal,344,Paschim Medinipur,2462,Debra,342285,Bhai Nagar,65.11,61.08,19.08,42
19,West Bengal,344,Paschim Medinipur,2462,Debra,342286,Raypur,24.28,24.28,13.78,10.5
19,West Bengal,344,Paschim Medinipur,2462,Debra,342287,Ban Barasati,39.6,34.74,18.74,16
19,West Bengal,344,Paschim Medinipur,2462,Debra,342288,Gar Killa,126.94,101.3,101.3,0
19,West Bengal,344,Paschim Medinipur,2462,Debra,342289,Radha Kantapur,97.07,97.07,17.07,80
19,West Bengal,344,Paschim Medinipur,2462,Debra,342290,Chandipur,48.6,48.6,28.1,20.5
19,West Bengal,344,Paschim Medinipur,2462,Debra,342291,Laugerya,61.56,54.4,43.9,10.5
19,West Bengal,344,Paschim Medinipur,2462,Debra,342292,Bar Ananta,3.24,3.24,0.24,3
19,West Bengal,344,Paschim Medinipur,2462,Debra,342293,Panchberya,21.19,21.02,0,21.02
19,West Bengal,344,Paschim Medinipur,2462,Debra,342294,Jagadishpur,11.6,11.56,0,11.56
19,West Bengal,344,Paschim Medinipur,2462,Debra,342295,Bhagabanpur,19,17,0,17
19,West Bengal,344,Paschim Medinipur,2462,Debra,342296,Alipur,44.8,42,0,42
19,West Bengal,344,Paschim Medinipur,2462,Debra,342297,Chak Rghunath,16.56,14.47,0,14.47
19,West Bengal,344,Paschim Medinipur,2462,Debra,342298,Barjashna,22.94,17.94,0,17.94
19,West Bengal,344,Paschim Medinipur,2462,Debra,342299,Jushua,57.18,54,5,49
19,West Bengal,344,Paschim Medinipur,2462,Debra,342300,Gobindapur,79.21,79.21,69.21,10
19,West Bengal,344,Paschim Medinipur,2462,Debra,342301,Benya,161.7,141.7,78.69,63.01
19,West Bengal,344,Paschim Medinipur,2462,Debra,342302,Chak Kanu,25.19,21.41,2.14,19.27
19,West Bengal,344,Paschim Medinipur,2462,Debra,342303,Nachhipur,51.54,41.23,6.18,35.05
19,West Bengal,344,Paschim Medinipur,2462,Debra,342304,Dalpatipur,46.72,39.71,9.93,29.78
19,West Bengal,344,Paschim Medinipur,2462,Debra,342305,Jot Ankur,23.04,23.04,10.01,13.03
19,West Bengal,344,Paschim Medinipur,2462,Debra,342306,Kismat Debra,37.8,37.8,28.58,9.22
19,West Bengal,344,Paschim Medinipur,2462,Debra,342307,Gashanipur,40.91,39.91,39.91,0
19,West Bengal,344,Paschim Medinipur,2462,Debra,342308,Shyamsundarpur,61.81,61.51,42,19.51
19,West Bengal,344,Paschim Medinipur,2462,Debra,342309,Gopal Punja,59.75,59,59,0
19,West Bengal,344,Paschim Medinipur,2462,Debra,342310,Panchgerya,52.73,52.73,10,42.73
19,West Bengal,344,Paschim Medinipur,2462,Debra,342311,Dhubni,79.42,79.42,10,69.42
19,West Bengal,344,Paschim Medinipur,2462,Debra,342312,Jagannathpur,47,47,0,47
19,West Bengal,344,Paschim Medinipur,2462,Debra,342313,Chaksaranja,16.17,16.17,5,11.17
19,West Bengal,344,Paschim Medinipur,2462,Debra,342314,Saranja,85.01,71.71,10,61.71
19,West Bengal,344,Paschim Medinipur,2462,Debra,342315,Mahasimpur,57.9,51.86,51.86,0
19,West Bengal,344,Paschim Medinipur,2462,Debra,342316,Belgerya,37.51,37.51,10,27.51
19,West Bengal,344,Paschim Medinipur,2462,Debra,342317,Madi Chak,22.5,22.5,10,12.5
19,West Bengal,344,Paschim Medinipur,2462,Debra,342318,Mukundapur,82,82,0,82
19,West Bengal,344,Paschim Medinipur,2462,Debra,342319,Belar,80.97,80.97,0,80.97
19,West Bengal,344,Paschim Medinipur,2462,Debra,342320,Satyapur,101.21,101.21,40.21,61
19,West Bengal,344,Paschim Medinipur,2462,Debra,342321,Paikpari,40.47,40.47,20,20.47
19,West Bengal,344,Paschim Medinipur,2462,Debra,342322,Jabagerya,80.98,80.98,0,80.98
19,West Bengal,344,Paschim Medinipur,2462,Debra,342323,Paschimdhorasol,56.66,49.57,10,39.57
19,West Bengal,344,Paschim Medinipur,2462,Debra,342324,Abdalipur,128.05,128.05,80.96,47.09
19,West Bengal,344,Paschim Medinipur,2462,Debra,342325,Beuchia Farid Chak,40.47,38.05,0,38.05
19,West Bengal,344,Paschim Medinipur,2462,Debra,342326,Shal Dahari,182.88,152.78,0,152.78
19,West Bengal,344,Paschim Medinipur,2462,Debra,342327,Kuchli,42.9,40.47,0,40.47
19,West Bengal,344,Paschim Medinipur,2462,Debra,342328,Ramchandrapur,103.22,72.45,0,72.45
19,West Bengal,344,Paschim Medinipur,2462,Debra,342329,Haridrapat,76.91,55.95,0,55.95
19,West Bengal,344,Paschim Medinipur,2462,Debra,342330,Ajukhatujarapal,15.16,13.75,0,13.75
19,West Bengal,344,Paschim Medinipur,2462,Debra,342331,Chak Asraf,84.99,80.97,0,80.97
19,West Bengal,344,Paschim Medinipur,2462,Debra,342332,Hadira,93.11,93.11,90,3.11
19,West Bengal,344,Paschim Medinipur,2462,Debra,342333,Khas Bar,82.59,72.74,0,72.74
19,West Bengal,344,Paschim Medinipur,2462,Debra,342334,Brindaban Chak,22.56,19.42,15,4.42
19,West Bengal,344,Paschim Medinipur,2462,Debra,342335,Itai,64.91,32.38,0,32.38
19,West Bengal,344,Paschim Medinipur,2462,Debra,342336,Teghari,79.74,77.72,0,77.72
19,West Bengal,344,Paschim Medinipur,2462,Debra,342337,Chak Manu,87.82,75.88,0,75.88
19,West Bengal,344,Paschim Medinipur,2462,Debra,342338,Bar Jhikuria,59.22,48.3,0,48.3
19,West Bengal,344,Paschim Medinipur,2462,Debra,342339,Sekendar Chak,54.11,52.76,12.76,40
19,West Bengal,344,Paschim Medinipur,2462,Debra,342340,Dinapur,28.31,16.18,0,16.18
19,West Bengal,344,Paschim Medinipur,2462,Debra,342341,Chakprasad,34.41,34.41,8.41,26
19,West Bengal,344,Paschim Medinipur,2462,Debra,342342,Mirjjapur,67.19,67.19,24.19,43
19,West Bengal,344,Paschim Medinipur,2462,Debra,342343,Chak Arjjuni,28.76,28.76,7.76,21
